Label,Class,File reference
1,Mitotic,Vid_749.mp4
1,Mitotic,Vid_750.mp4
0,Non-mitotic,Vid_751.mp4
1,Mitotic,Vid_752.mp4
0,Non-mitotic,Vid_753.mp4
1,Mitotic,Vid_754.mp4
0,Non-mitotic,Vid_755.mp4
0,Non-mitotic,Vid_756.mp4
1,Mitotic,Vid_757.mp4
1,Mitotic,Vid_758.mp4
0,Non-mitotic,Vid_759.mp4
1,Mitotic,Vid_760.mp4
0,Non-mitotic,Vid_761.mp4
0,Non-mitotic,Vid_762.mp4
0,Non-mitotic,Vid_763.mp4
1,Mitotic,Vid_764.mp4
1,Mitotic,Vid_765.mp4
1,Mitotic,Vid_766.mp4
0,Non-mitotic,Vid_767.mp4
1,Mitotic,Vid_768.mp4
1,Mitotic,Vid_769.mp4
0,Non-mitotic,Vid_770.mp4
0,Non-mitotic,Vid_771.mp4
1,Mitotic,Vid_772.mp4
0,Non-mitotic,Vid_773.mp4
1,Mitotic,Vid_774.mp4
1,Mitotic,Vid_775.mp4
1,Mitotic,Vid_776.mp4
1,Mitotic,Vid_777.mp4
0,Non-mitotic,Vid_778.mp4
0,Non-mitotic,Vid_779.mp4
1,Mitotic,Vid_780.mp4
1,Mitotic,Vid_781.mp4
1,Mitotic,Vid_782.mp4
1,Mitotic,Vid_783.mp4
1,Mitotic,Vid_784.mp4
1,Mitotic,Vid_785.mp4
1,Mitotic,Vid_786.mp4
0,Non-mitotic,Vid_787.mp4
0,Non-mitotic,Vid_788.mp4
1,Mitotic,Vid_789.mp4
1,Mitotic,Vid_790.mp4
0,Non-mitotic,Vid_791.mp4
1,Mitotic,Vid_792.mp4
1,Mitotic,Vid_793.mp4
0,Non-mitotic,Vid_794.mp4
0,Non-mitotic,Vid_795.mp4
0,Non-mitotic,Vid_796.mp4
0,Non-mitotic,Vid_797.mp4
1,Mitotic,Vid_798.mp4
1,Mitotic,Vid_799.mp4
0,Non-mitotic,Vid_800.mp4
1,Mitotic,Vid_801.mp4
1,Mitotic,Vid_802.mp4
1,Mitotic,Vid_803.mp4
1,Mitotic,Vid_804.mp4
1,Mitotic,Vid_805.mp4
0,Non-mitotic,Vid_806.mp4
0,Non-mitotic,Vid_807.mp4
0,Non-mitotic,Vid_808.mp4
1,Mitotic,Vid_809.mp4
1,Mitotic,Vid_810.mp4
0,Non-mitotic,Vid_811.mp4
1,Mitotic,Vid_812.mp4
1,Mitotic,Vid_813.mp4
0,Non-mitotic,Vid_814.mp4
0,Non-mitotic,Vid_815.mp4
0,Non-mitotic,Vid_816.mp4
0,Non-mitotic,Vid_817.mp4
0,Non-mitotic,Vid_818.mp4
0,Non-mitotic,Vid_819.mp4
1,Mitotic,Vid_820.mp4
0,Non-mitotic,Vid_821.mp4
0,Non-mitotic,Vid_822.mp4
0,Non-mitotic,Vid_823.mp4
0,Non-mitotic,Vid_824.mp4
0,Non-mitotic,Vid_825.mp4
0,Non-mitotic,Vid_826.mp4
0,Non-mitotic,Vid_827.mp4
